Productos,Precio Final
BARNIZ SOLINTEX TRANSPARENTE GALON 405,"46,53"
BARNIZ SOLINTEX TRANSPARENTE SINTETICO GALON 450,"56,78"
BARRA AJUSTABLE P/CORT BANO CROMADA 104 A 193 CM SUF953,"25,97"
"BARRA COOPERWEL DE COBRE 5/8"" X 1.20 MTS","59,58"
BARRA CUADRADA ACANALADA 12MM X 6MTS (1/2),"12,08"
BARRA CUADRADA LISA 12MM X 6MTS (1/2),"15,31"
BARRA CUADRADA LISA 16MM X 6MTS (5/8),"32,05"
BARRA CUADRADA LISA 20MM X 6MTS (3/4),"51,71"
BARRA CUADRADA LISA 25MM X 6MTS ( 1 PUL),"80,74"
BARRA CUADRADA LISA 9MM X 6MTS,"12,21"
BARRA REDONDA LISA 10MM X 6MTS,"9,22"
BARRA REDONDA LISA 12MM X 6MTS (1/2),"12,05"
BARRA REDONDA LISA 16MM X 6MTS (5/8),"24,35"
BARRA REDONDA LISA 20MM X 6MTS (3/4),"39,25"
BARRA REDONDA LISA 25MM X 6MTS (1 PUL),"66,27"
BARRA REDONDA LISA 9.00MMX6MTS,"7,38"
"BARRA ROSCADA 1/2"" X 2MTS","23,68"
"BARRA ROSCADA 1/4"" X 2MTS","9,38"
"BARRA ROSCADA 3/4"" X 2MTS","67,29"
"BARRA ROSCADA 3/8"" X 2MTS","14,66"
"BARRA ROSCADA 5/16"" X 2MTS","11,83"
"BARRA ROSCADA 5/8"" X 2MTS","35,89"
BARRA TORNEADA ACANALADA 1/2 X 6 MTS (12MM),"14,31"
BARRA TORNEADA CUADRADA 1/2 X 6 MTS (12MM),"16,79"
BASE D/CAMPANA P/DESMALEZADORA GREEN B-4,"8,99"
BASE PARA FOTOCELDA 15 AMP GRF-S EXCELINE,"6,66"
BASE TV PARA TV 32 PUL HASTA 60 PUL P5 PICKENS,"121,89"
BASE TV SOPORTE PARA TV,"5,97"
BATEA DE CEMENTO 110 C/PATA PEQ.TIPO APTO.,"128,18"
BATEA DE CEMENTO 111 CON PATA,"152,69"
BATEA DE CEMENTO 112 90X50 CM,"75,40"
BATEA DE CEMENTO 113 85X50 CM,"94,25"
BATEA DE CEMENTO 114 60X40 CM,"65,98"
BATEA DE CEMENTO 115 OVALADA,"47,13"
BATEA DE CEMENTO 75X50 CM ARTESANAL CUBIERTA CERAMICA,"84,83"
BATEA DE CEMENTO APARTAMENTO 119 60X30 CM,"54,71"
BATEA DE GRANITO 120 C/PATA PEQ.TIPO APTO.,"245,05"
BATEA DE GRANITO 121 CON PATA,"292,18"
BATEA DE GRANITO 122 90X50 CM,"226,20"
BATEA DE GRANITO 123 85X50 CM,"165,88"
BATEA DE GRANITO 124 60X40 CM,"122,53"
BATEA DE GRANITO 125 OVALADA,"122,53"
BATEA DE GRANITO APARTAMENTO 129 60X30 CM,"113,10"
BATEA DE GRANITO OVAL.RECTA 127 100X50 CM,"165,88"
BATERIA DUNCAN 42R 850,"145,67"
BATERIA DUNCAN GRUPO 22M 850 / 22 850,"142,30"
BATERIA DUNCAN GRUPO 36R-750,"116,49"
BATERIA DUNCAN GRUPO 43R-950,"165,75"
BATERIA DUNCAN GRUPO 45R 750,"134,52"
BATERIA DUNCAN TITAN GRUPO 36R-650,"111,84"
BENJAMIN GOMA TRIPLE,"4,35"
BICICLETA 2 MATAS P/MATEROS,"33,06"
BIDON PLASTICO 60 LITROS NEGRO,"72,95"
BIODIGESTOR RESINCA P/POZO SEPTICO 2000LTS,"1838,96"
"BISAGRA ARMILLAR 2"" (EL PAR)","1,20"
"BISAGRA ARMILLAR 3"" (EL PAR)","2,26"
"BISAGRA ARMILLAR 4"" (EL PAR)","6,26"
"BISAGRA ARMILLAR 5"" (EL PAR)","10,18"
"BISAGRA ARMILLAR 6"" (EL PAR)","8,63"
"BISAGRA COMUN LATONADA 1 1/2"" CON TORNILLO (PAR) 110602","1,04"
"BISAGRA COMUN LATONADA 1"" CON TORNILLO (PAR) 110601","0,64"
"BISAGRA COMUN LATONADA 2 1/2"" CON TORNILLO (PAR) 110604","1,84"
"BISAGRA COMUN LATONADA 3"" CON TORNILLO (PAR) 110600","2,58"
BISAGRA CON FRENO P/MADERA HR-190,"3,13"
BISAGRA DORADA 3X3(PAR) BPP3X3DBL BLUEXPRESS,"4,54"
BISAGRA HIERRO PULIDO 76 X 76 X 1.5MM(PAR)5-0000014-15,"2,41"
BISAGRA HIERRO ZINCADO AMARILLO 63 X 63 X 1.5MM(PAR)5-0000014-12,"1,83"
BISAGRA PLATEADA 3X3(PAR) BPP3X3PBL BLUEXPRESS,"4,54"
BLOQUE ARCILLA 10X20X30 CM UND,"0,52"
BLOQUE ARCILLA 12X20X30 CM UND,"0,55"
BLOQUE ARCILLA 15X20X30 CM UND,"0,57"
BLOQUE CONCRETO 10 X 20 X 40 X UND,"1,15"
BLOQUE CONCRETO 12 X 20 X 40 X UND,"1,28"
BLOQUE CONCRETO 15 X 20 X 40 X UND,"1,39"
BLOQUE CONCRETO 20 X 20 X 40 X UND,"2,26"
BLOQUE CONCRETO DOBLE HUECO 20 X 15 X 40 X UND,"0,96"
BLOQUE CONCRETO MODELO PERSIANA X UND,"2,94"
BLOQUE CONCRETO MODELO U 15X20X40 X UND,"2,15"
BLOQUE CONTACTO AUXILI. LA1 DN11 ANDELI CON04053/LA1-DN11,"4,81"
BOBINA 110V P/CONTACTOR 25A A 32A ANDELI CON05063/LX1-04-110V,"8,86"
BOBINA 220V P/CONTACTOR 25A A 32A ANDELI CON05064/LX1-D4-220V,"7,99"
BOBINA 220V P/CONTACTOR 40A A 95A ANDELI CON05068/LX1-D6-220V,"12,05"
BOBINA 480V P/CONTACTOR 25A A 32A ANDELI CON05445//LX1-D4-480V,"8,86"
BOBINA D/ENCENDIDO P/DESMALEZADORA 43CC CG430/520-17,"11,63"
BOCA DE VISITA 36 X 75 CM (DRYWALL),"52,16"
BOCINA INCLINADA PARA CERCA,"7,93"
BOCINA RECTA PARA CERCA,"7,93"
BOLA ESQUINERAS 2 X 1 1/4,"14,40"
BOLA PASANTE 2 X 1 1/4,"10,30"
BOLA TOPE O TERMINAL 2 X 1 1/4,"13,20"
BOLSA 10KG (PAQ.100UND),"2,45"
BOLSA 15KG (PAQ.100UND),"3,34"
BOLSA 2KG (PAQ.100UND),"1,07"
BOLSA 5KG (PAQ.100UND),"1,77"
BOLSA ECOLOGICA 47 X 43 CTMS,"1,57"
BOLSA PARA BASURA 20KG 50CM X 85CM,"0,39"
BOMBA DE AGUA 1 HP PERIFERICA EXXEL QB80 / 02-004-025,"116,58"
BOMBA DE AGUA 1/2 HP PERIFERICA 110V LINCE,"58,49"
BOMBA DE AGUA 1/2HP EXXEL 02-004-023,"64,90"
BOMBA DE AGUA 10 HP CENTRIFUGA PEDROLLO CP680A,"1631,25"
BOMBA DE AGUA 3/4 HP PERIFERICA EXXEL QB70 / 02-004-024,"114,84"
BOMBA DE AIRE DE PIE 17MM EXXEL 07-009-046,"10,03"
BOMBA DE AIRE DE PIE N.03 EXXEL 07-009-045,"18,21"
BOMBA DE NYLON PARA TAMBOR,"8,67"
BOMBA DE SUCCION MANUAL P/COMBUSTIBLE HR-801,"9,40"
BOMBA ROTATIVA PARA TAMBOR METALICA,"78,89"
"BOMBA SUMERGIBLE 3HP 220V CUERPO 4"" DESCARGA 2"" ANTARIX MSE3D51B","576,61"
BOMBILLO 034,"0,61"
BOMBILLO 036,"0,49"
BOMBILLO 037,"0,70"
BOMBILLO 038,"0,59"
BOMBILLO 039,"1,00"
BOMBILLO 040,"1,02"
BOMBILLO 1 CONTACTO AMBAR 057,"5,09"
BOMBILLO 1 CONTACTO BLANCO 046,"1,46"
BOMBILLO 1 CONTACTO BLANCO 056,"3,49"
BOMBILLO 1 CONTACTO VARIOS COLORES 048,"1,46"
BOMBILLO 1 CONTACTOT20 BLANCO 054,"2,94"
BOMBILLO 108BOMB,"4,83"
BOMBILLO 11X39 TECHO 062,"1,03"
BOMBILLO 11X44 TECHO 063,"1,36"
BOMBILLO 2 CONTACTO BLANCO 047,"1,02"
BOMBILLO 2 CONTACTO VARIOS COLORES 049,"1,46"
BOMBILLO 2 CONTACTOS 055,"4,61"
BOMBILLO 2 CONTACTOS AMBAR 059,"5,09"
BOMBILLO 2 CONTACTOS BLANCO 058,"5,09"
BOMBILLO 24V 065,"0,70"
BOMBILLO 24V 066,"0,59"
BOMBILLO 24V 067,"0,59"
BOMBILLO 24V 068,"1,33"
BOMBILLO 24V 069,"0,45"
BOMBILLO 24V 070,"1,46"
BOMBILLO 24V 071,"1,46"
BOMBILLO 50W LED E27 LUMISTAR 6500K 85-265V (LED34),"19,14"
BOMBILLO 67 COLORES VARIOS 042,"1,00"
BOMBILLO AHORRADOR ESPIRAL 75W 220V E-40,"10,44"
BOMBILLO AHORRADOR INDUSTRIAL 105 220V E-27,"88,38"
BOMBILLO AHORRADOR INDUSTRIAL 105 220V E-40,"71,85"
BOMBILLO AHORRADOR INDUSTRIAL 75W 110V E27,"15,38"
BOMBILLO AMPOLLA METAL HALIDE 150W 220W,"3,41"
BOMBILLO BLANCO 053,"2,28"
BOMBILLO BLANCO/AZUL 033,"0,42"
BOMBILLO BULBO 12W LD-1680,"1,41"
BOMBILLO DE MOTO 304A,"5,02"
BOMBILLO DE MOTO T19-35/35 304B,"4,29"
BOMBILLO DICROICO 50 W 110 V MR-16 C/TAPA,"4,36"
BOMBILLO DICROICO GU5.3 85-265 LD-704-B,"2,83"
BOMBILLO FLICKER 7W 12V E27,"0,90"
BOMBILLO GALLETA 18LED L23G-18 CL0101,"2,64"
BOMBILLO GALLETA 21LED L23G-21 CL0102,"2,64"
BOMBILLO GALLETA 24LED L23G-24 CL0103,"2,76"
BOMBILLO GALLETA 36LED L23G-36 CL0104,"3,26"
BOMBILLO GALLETA 48LED L23G-48 CL0105,"3,65"
BOMBILLO HALOGENO 100/90W 12V 112,"3,73"
BOMBILLO HALOGENO 100W 120V 78MM,"1,60"
BOMBILLO HALOGENO 100W 12V 177,"1,90"
BOMBILLO HALOGENO 130W TODOS LOS VOLT 043,"1,90"
BOMBILLO HALOGENO BI PIN 120V 50W,"3,06"
BOMBILLO HALOGENO H1 55W 12V 203,"2,16"
BOMBILLO HALOGENO H3 100W 12V 179,"3,12"
BOMBILLO HALOGENO H3 130W 12V 180,"2,16"
BOMBILLO HALOGENO H3 55W 12V 178,"2,16"
BOMBILLO HALOGENO H4 100/90W 12V 115,"5,10"
BOMBILLO HALOGENO H4 130/90W 12V 113,"5,25"
BOMBILLO HALOGENO H4 145/100W 117,"5,21"
BOMBILLO HALOGENO H4 60/55W 12V 111,"4,35"
BOMBILLO HALOGENO H7 100W 167,"5,25"
BOMBILLO HALOGENO H7 130W 193,"5,34"
BOMBILLO HALOGENO H7 55W 168,"3,71"
BOMBILLO HALOGENO HB1 LUZ ALTA BRONCO 149,"6,96"
BOMBILLO HALOGENO LUZ ALTA 12V 106,"6,41"
BOMBILLO HALOGENO LUZ ALTA 12V 107,"5,51"
BOMBILLO HALOGENO LUZ BAJA 12V 105,"5,34"
BOMBILLO LED 1.5W NEVERA/HORNO E12 110V,"3,32"
BOMBILLO LED 1.5W NEVERA/HORNO E14 110V,"3,32"
BOMBILLO LED 100W ILUM-VEN LD-1236,"13,09"
BOMBILLO LED 10W LD-712,"2,42"
BOMBILLO LED 12W (A) EXXEL 03-004-138,"2,03"
BOMBILLO LED 12W LD-1108,"2,35"
BOMBILLO LED 130W LD-1237,"16,41"
BOMBILLO LED 13W 110/220 ILUM-VEN LD-1230,"2,52"
BOMBILLO LED 15W CM X CM X CM LD-713,"2,76"
BOMBILLO LED 15W EXXEL 03-004-198,"2,60"
BOMBILLO LED 15W ILUM-VEN LD-1164,"2,33"
BOMBILLO LED 18W (A) EXXEL 03-004-139,"3,10"
BOMBILLO LED 18W LD-1109,"2,86"
BOMBILLO LED 20W EXXEL 03-004-199,"3,71"
BOMBILLO LED 23W LD-1231,"2,57"
BOMBILLO LED 25W LD-1110,"5,22"
BOMBILLO LED 30W LD-1165,"3,47"
BOMBILLO LED 32W (P) D-LED 03-004-141,"4,32"
BOMBILLO LED 40W (T) EXXEL 03-004-214 / PN230278,"5,48"
BOMBILLO LED 45W ILUM-VEN LD-1233,"5,29"
BOMBILLO LED 50W (T) EXXEL 03-004-215 / PN230279,"6,79"
BOMBILLO LED 60W (T) EXXEL 03-004-216 / PN230280,"7,92"
BOMBILLO LED 65W ILUM-VEN LD-1234,"9,69"
BOMBILLO LED 7W 3CM X 3CM X 10CM LD-719,"2,35"
BOMBILLO LED 80W (T) 85-265V EXXEL PN230281 03-004-217,"9,37"
BOMBILLO LED 80W (T) EXXEL PN202289,"11,02"
BOMBILLO LED 85W ILUM-VEN LD-1235,"10,09"
BOMBILLO LED 90W BULBO ILUM-VEN LD-1686,"9,47"
BOMBILLO LED 9W (A) EXXEL 03-004-137,"1,42"
BOMBILLO LED BULBO 12W LD-1590,"1,25"
BOMBILLO LED BULBO 20W LD-1681,"1,62"
BOMBILLO LED C/ENFRIA. 120W EXXEL 03-004-196,"18,68"
BOMBILLO LED C/ENFRIA. 180W EXXEL 03-004-197,"26,40"
BOMBILLO LED E27/40W LED33 LUMISTAR,"11,92"
BOMBILLO LED FUTBOL-PEGABLE 12W LD-1100,"12,44"
BOMBILLO LED GU10 5W 6500K LP-GU105W-65A00K LED PLUS,"2,76"
BOMBILLO LED P/PAR 38 L/BLANCA LED161 LUMISTAR,"11,92"
BOMBILLO LED PLEGABLE VENTILADOR LD-762 80W,"22,88"
BOMBILLO LED PORTATIL 20W C/CABLE LD-679,"3,45"
BOMBILLO LED RECARGABLE 100W LD-1771,"11,83"
BOMBILLO LED RECARGABLE 12W EXXEL PN202315,"6,35"
BOMBILLO LED RECARGABLE 150W LD-1772,"18,46"
BOMBILLO LED RECARGABLE 20W LD-687,"9,96"
BOMBILLO LED RECARGABLE T 15W EXXEL PN202317,"8,35"
BOMBILLO LED TIPO BALA 45W 85-265V E27 LED300 LUMISTAR,"15,46"
BOMBILLO LED UFO 30W LD-767,"9,67"
BOMBILLO LED VELA E27/7W/120V L/CALIDA LED23 LUMISTAR,"1,55"
BOMBILLO LED VELA FILAMENTO VINTAGE E27 110V 4W LED83,"5,41"
BOMBILLO LUZ MIXTA 160W-220V E-27 LUMISTAR,"3,05"
BOMBILLO MINI GLOBO DE LUZ LED USB 3W LD-1289,"2,48"
BOMBILLO MUELITA 035,"0,33"
BOMBILLO MUELITA COLORES 228,"0,67"
BOMBILLO MULTIUSO 28W P/NEVERA Y HORNO E27,"2,73"
BOMBILLO TIPO VELA E-12 AMARILLO,"0,74"
BOMBILLO TIPO VELA E-12 ROJO,"0,74"
BOMBILLO TIPO VELA E-12 VERDE,"0,74"
BOMBILLO VELA E27/60W/120V CLARO,"1,25"
BOMBILLO VINTAGE 10W G80 LD-1117,"5,10"
BOMBILLO VINTAGE 10W ST64 LD-1119,"4,73"
BOMBILLO VINTAGE 10W T225 LD-1111,"5,00"
BOMBILLO VINTAGE 10W VELA/LLAMA LD-1118,"3,09"
BOMBILLO VINTAGE 6W T45 LD-1116,"3,89"
BOMBILLO VOLWAGEN VIEJO 110,"4,35"
BORNERS GRANDE P/CAMION 2PZAS BOSG04,"8,48"
BORNERS PARA COROLLA 190,"6,18"
BORNERS PEQUENO P/VEHICULO 2PZAS BOSP01,"8,48"
BOTA PLASTICA AMARILLO LARGA NO. 39 EXXEL 07-002,"21,34"
BOTA PLASTICA AMARILLO LARGA NO. 40 EXXEL 07-002,"21,34"
BOTA PLASTICA AMARILLO LARGA NO. 41 EXXEL 07-002,"21,34"
BOTA PLASTICA AMARILLO LARGA NO. 42 EXXEL 07-002-1,"21,34"
BOTA PLASTICA AMARILLO LARGA NO. 43 EXXEL 07-002-150,"21,34"
BOTA PLASTICA AMARILLO LARGA NO. 44 EXXEL 07-002,"21,34"
BOTA PLASTICA AMARILLO LARGA NO. 45 EXXEL 07-002,"21,34"
BOTA PLASTICA BEIGE CORTA NO. 37 TOP 1206/1226,"19,14"
BOTA PLASTICA BEIGE CORTA NO. 38 TOP 1206/1226,"19,14"
BOTA PLASTICA BEIGE CORTA NO. 39 TOP 1206,"19,14"
BOTA PLASTICA BEIGE CORTA NO. 40 TOP 1206/1226,"19,14"
BOTA PLASTICA BEIGE CORTA NO. 41 TOP 1206/1226,"19,14"
BOTA PLASTICA BEIGE CORTA NO. 43 TOP 1206,"19,14"
BOTA PLASTICA BEIGE CORTA NO. 44 TOP 1206/1226,"19,14"
BOTA PLASTICA BEIGE LARGA NO. 39 TOP 1306,"21,75"
BOTA PLASTICA BEIGE LARGA NO. 40 TOP 1306/1316,"21,75"
BOTA PLASTICA BEIGE LARGA NO. 41 TOP1306,"21,75"
BOTA PLASTICA BEIGE LARGA NO. 42 TOP 1306/1316,"21,75"
BOTA PLASTICA BEIGE LARGA NO. 43 TOP 1306/1316,"21,75"
BOTA PLASTICA BEIGE LARGA NO. 44 TOP 1306/1316,"21,75"
BOTA PLASTICA BLANCA C/PUNTERA NO. 39 TOP 1510,"24,36"
BOTA PLASTICA BLANCA C/PUNTERA NO. 41 TOP 1510,"24,36"
BOTA PLASTICA BLANCA C/PUNTERA NO. 43 TOP 1510,"24,36"
BOTA PLASTICA BLANCA C/PUNTERA NO. 44 TOP 1510,"24,36"
BOTA PLASTICA BLANCA C/PUNTERA NO. 45 TOP 1510,"24,36"
BOTA PLASTICA BLANCA LARGA NO. 38 TOP 1310,"21,75"
BOTA PLASTICA BLANCA LARGA NO. 39 TOP 1310,"21,75"
BOTA PLASTICA BLANCA LARGA NO. 40 TOP 1310,"21,75"
BOTA PLASTICA BLANCA LARGA NO. 41 TOP 1310,"21,75"
BOTA PLASTICA BLANCA LARGA NO. 42 TOP 1310,"21,75"
BOTA PLASTICA BLANCA LARGA NO. 43 TOP 1310,"21,75"
BOTA PLASTICA BLANCA LARGA NO. 44 TOP 1310,"21,75"
BOTA PLASTICA NEGRA C/PUNTERA NO. 39 TOP 1503,"24,36"
BOTA PLASTICA NEGRA C/PUNTERA NO. 40 TOP 1503,"24,36"
BOTA PLASTICA NEGRA C/PUNTERA NO. 41 TOP 1503,"24,36"
BOTA PLASTICA NEGRA C/PUNTERA NO. 43 TOP 1503,"24,36"
BOTA PLASTICA NEGRA C/PUNTERA NO. 44 TOP 1503,"24,36"
BOTA PLASTICA NEGRA C/PUNTERA NO. 45 TOP 1503,"24,36"
BOTA PLASTICA NEGRA CORTA NO. 39 TOP 1203,"19,14"
BOTA PLASTICA NEGRA CORTA NO. 40 TOP 1203/1223,"19,14"
BOTA PLASTICA NEGRA CORTA NO. 41 TOP 1203/1223,"19,14"
BOTA PLASTICA NEGRA CORTA NO. 42 TOP 1203/1223,"19,14"
BOTA PLASTICA NEGRA CORTA NO. 43 TOP 1203,"19,14"
BOTA PLASTICA NEGRA CORTA NO. 44 TOP 1203,"19,14"
BOTA PLASTICA NEGRA LARGA NO. 39 TOP 1303/1313/1413,"21,75"
BOTA PLASTICA NEGRA LARGA NO. 40 TOP 1303/1313/1413,"21,75"
BOTA PLASTICA NEGRA LARGA NO. 41 TOP 1303/1313/1413,"21,75"
BOTA PLASTICA NEGRA LARGA NO. 42 TOP 1303/1313/1413,"21,75"
BOTA PLASTICA NEGRA LARGA NO. 43 TOP 1303/1313/1413,"21,75"
BOTA PLASTICA NEGRA LARGA NO. 44 TOP 1303/1313/1413,"21,75"
BOTA SEGURIDAD MARRON NO. 40 BRAVUS BR-200,"47,13"
BOTA SEGURIDAD NEGRA NO. 46 BRAVUS BR-200,"47,13"
BOTA SEGURIDAD NO. 39 MARRON 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 39 MARRON 1004 ORUGA,"60,32"
BOTA SEGURIDAD NO. 39 MARRON 1007 ORUGA,"60,32"
BOTA SEGURIDAD NO. 39 NEGRO 1001 ORUGA,"56,55"
BOTA SEGURIDAD NO. 40 AZUL 1001 ORUGA,"54,67"
BOTA SEGURIDAD NO. 40 MARRON 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 40 MARRON 1004 ORUGA,"60,32"
BOTA SEGURIDAD NO. 40 MARRON 1007 ORUGA,"60,32"
BOTA SEGURIDAD NO. 40 MARRON MIEL 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 40 NEGRO 1001 ORUGA,"56,55"
BOTA SEGURIDAD NO. 41 MARRON 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 41 MARRON 1004 ORUGA,"60,32"
BOTA SEGURIDAD NO. 41 MARRON 1007 ORUGA,"60,32"
BOTA SEGURIDAD NO. 41 NEGRO 1001 ORUGA,"56,55"
BOTA SEGURIDAD NO. 42 MARRON 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 42 MARRON 1004 ORUGA,"60,32"
BOTA SEGURIDAD NO. 42 MARRON 1007 ORUGA,"60,32"
BOTA SEGURIDAD NO. 42 NEGRO 1001 ORUGA,"56,55"
BOTA SEGURIDAD NO. 43 MARRON 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 43 MARRON 1004 ORUGA,"60,32"
BOTA SEGURIDAD NO. 43 MARRON 1007 ORUGA,"60,32"
BOTA SEGURIDAD NO. 43 NEGRO 1001 ORUGA,"56,55"
BOTA SEGURIDAD NO. 44 MARRON 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 44 MARRON 1004 ORUGA,"60,32"
BOTA SEGURIDAD NO. 44 MARRON 1007 ORUGA,"60,32"
BOTA SEGURIDAD NO. 44 NEGRO 1001 ORUGA,"56,55"
BOTA SEGURIDAD NO. 45 MARRON 1001 ORUGA,"60,32"
BOTA SEGURIDAD NO. 45 MARRON 1004 ORUGA,"60,32"
BOTON ARRANQUE UNIV 300,"10,98"
BOTONERA P/PUENTE GRUA 8 BOTONES BPR-3A,"28,28"
"BOYA PLASTICA P/FLOTANTE 1/2""","2,48"
"BOYA PLASTICA P/FLOTANTE 2""","19,20"
"BOYA PLASTICA P/FLOTANTE DE 3/4"" A 1""","8,37"
BRAGA DE PROTECCION BIOLOGICA C/PROTECTOR DE ZAPATOS,"9,47"
BRAGA IMPERMEABLE AJUSTABLE TALLA (M),"22,85"
BRAGA IMPERMEABLE AJUSTABLE TALLA (S),"22,85"
BRAGA IMPERMEABLE AJUSTABLE TALLA (XL),"22,91"
BRAGA IMPERMEABLE NORMAL TALLA (M),"22,85"
BRAZO DOBLE ESQUINERO 2 X 1 1/4,"26,16"
BRAZO DOBLE PASANTE 2 X 1 1/4,"23,23"
BRAZO DOBLE TOPE,"25,00"
BRAZO SENCILLO ESQUINERO PARA AFUERA 2 X 1 1/4,"18,53"
BRAZO SENCILLO ESQUINERO PARA DENTRO 2 X 1 1/4,"17,65"
BRAZO SENCILLO PASANTE 2 X 1 1/4,"16,17"
BRAZO SENCILLO TOPE TERMINAL DERECHO 2 X 1 1/4,"19,42"
BRAZO SENCILLO TOPE TERMINAL IZQUIERDO 2 X 1 1/4,"19,42"
BREAKER 3P X 100A SERIE CDM3S DELIXI DEL26316-125F-100A-3P,"70,63"
BREAKER 3P X 125A SERIE AM1 ANDELI CON26319/AM1-250M-125A-3P,"121,21"
BREAKER 3P X 160A SERIE AM1 ANDELI CON26320/AM1-250M-160A-3P,"121,21"
BREAKER 3P X 200A SERIE AM1 ANDELI CON26321/AM1-250M-200A-3P,"121,21"
BREAKER PARA EMPOTRAR CUTLER HQP 1 X 50 120V,"12,38"
BREAKER PARA EMPOTRAR CUTLER HQP 2 X 50 240V,"77,44"
BREAKER PARA EMPOTRAR G.E. THQP 1P X 20A,"25,38"
BREAKER PARA EMPOTRAR G.E. THQP 1P X 30A,"19,94"
BREAKER PARA EMPOTRAR G.E. THQP 1P X 40A,"26,83"
BREAKER PARA EMPOTRAR G.E. THQP 1P X 60A,"46,85"
BREAKER PARA EMPOTRAR G.E. THQP 2P X 20A,"46,23"
BREAKER PARA EMPOTRAR G.E. THQP 2P X 30A,"50,75"
BREAKER PARA EMPOTRAR G.E. THQP 2P X 40A,"46,59"
BREAKER PARA EMPOTRAR G.E. THQP 2P X 60A,"67,05"
BREAKER PARA EMPOTRAR G.E. THQP 3P X 40A,"108,75"
BREAKER PARA EMPOTRAR G.E. THQP 3P X 50A,"99,69"
BREAKER PARA EMPOTRAR G.E. THQP 3P X 60A,"113,10"
BREAKER PARA EMPOTRAR PICKENS THQL 1P X 15A,"4,76"
BREAKER PARA EMPOTRAR PICKENS THQL 1P X 40A,"12,38"
BREAKER PARA EMPOTRAR PICKENS THQP 2P X 30A,"10,12"
BREAKER PARA EMPOTRAR PICKENS THQP 2P X 40A,"10,12"
BREAKER PARA EMPOTRAR PICKENS THQP 2P X 80A,"15,38"
BREAKER PARA EMPOTRAR TICINO THQP 1P X 15A,"26,62"
BREAKER PARA SOBREPONER CUTLER HQC 1 X 20 120V,"13,21"
BREAKER PARA SOBREPONER G.E. THQC 1P X 20A,"17,23"
BREAKER PARA SOBREPONER G.E. THQC 1P X 30A,"18,75"
BREAKER PARA SOBREPONER G.E. THQC 1P X 40A,"38,32"
BREAKER PARA SOBREPONER G.E. THQC 1P X 50A,"27,71"
BREAKER PARA SOBREPONER G.E. THQC 1P X 60A,"29,65"
BREAKER PARA SOBREPONER G.E. THQC 2P X 100A,"117,81"
BREAKER PARA SOBREPONER G.E. THQC 2P X 20A,"46,59"
BREAKER PARA SOBREPONER G.E. THQC 2P X 30A,"67,05"
BREAKER PARA SOBREPONER G.E. THQC 2P X 40A,"67,05"
BREAKER PARA SOBREPONER G.E. THQC 2P X 50A,"46,59"
BREAKER PARA SOBREPONER G.E. THQC 2P X 60A,"46,59"
BREAKER PARA SOBREPONER G.E. THQC 3P X 100A,"145,00"
BREAKER PARA SOBREPONER G.E. THQC 3P X 20A,"108,75"
BREAKER PARA SOBREPONER G.E. THQC 3P X 40A,"108,75"
BREAKER PARA SOBREPONER G.E. THQC 3P X 50A,"118,36"
BREAKER PARA SOBREPONER G.E. THQC 3P X 60A,"154,06"
BREAKER PARA SOBREPONER G.E. THQC 3P X 70A,"170,39"
BREAKER PARA SOBREPONER G.E.THQC 3P X 30A,"108,75"
BREAKER PARA SOBREPONER PICKENS THQC 1P X 15A,"7,44"
BREAKER PARA SOBREPONER PICKENS THQC 1P X 40A,"7,44"
BREAKER PARA SOBREPONER PICKENS THQC 2P X 80A,"19,37"
BREAKER PARA SOBREPONER TICINO THQC 2P X 60A,"44,05"
BREAKER TERMOMAGNETICO 1P X 30A P/EMPOTRAR LD-036,"2,48"
BREAKER TERMOMAGNETICO 1P X 40A P/EMPOTRAR LD-037,"2,52"
BREAKER TERMOMAGNETICO 1P X 50A P/EMPOTRAR LD-038,"2,62"
BREAKER TERMOMAGNETICO 1P X 60A P/EMPOTRAR LD-039,"2,70"
BREAKER TERMOMAGNETICO 3P X 100A SERIE DZ47-100 ANDELI CON02291/DZ47-100A-3P,"37,50"
BREAKER TERMOMAGNETICO SERIE ADB3-63-1P-25A CURVE ANDELI CON02543,"5,12"
BREAKER TERMOMAGNETICO SERIE ADB3-63-2P-1A CURVE ANDELI CON02546,"10,22"
BREAKER TERMOMAGNETICO SERIE ADB3-63-2P-2A CURVE ANDELI CON02483,"10,22"
BREAKER TERMOMAGNETICO SERIE ADB3-63-2P-32A CURVE ANDELI CON02458,"10,22"
BREAKER TERMOMAGNETICO SERIE ADB3-63-2P-4A CURVE ANDELI CON02484,"10,22"
BREAKER TERMOMAGNETICO SERIE ADB3-63-3P-20A CURVE ANDELI CON02554,"13,64"
BREAKER TERMOMAGNETICO SERIE ADB3-63-3P-50A CURVE ANDELI CON02461,"13,64"
BRIDA 2 PUL (63MM) TERMOFUSION P00070,"6,96"
